# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3775595	3776806	+	WP_011108566.1	WP_011108566.1		relaxase/mobilization nuclease domain-containing protein			BT_RS15195	1212	403	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3776831	3777376	+							BT_RS15200	546		old_locus_tag=BT2996,BT_2996
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3776831	3777376	+	WP_011108567.1	WP_011108567.1		hypothetical protein			BT_RS15200	546	181	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3777742	3778239	+							BT_RS15205	498		old_locus_tag=BT2997,BT_2997
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3777742	3778239	+	WP_011108568.1	WP_011108568.1		hypothetical protein			BT_RS15205	498	165	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3778272	3778931	+							BT_RS15210	660		old_locus_tag=BT2998,BT_2998
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3778272	3778931	+	WP_011108569.1	WP_011108569.1		hypothetical protein			BT_RS15210	660	219	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3778947	3781559	+							BT_RS15215	2613		old_locus_tag=BT2999,BT_2999
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3778947	3781559	+	WP_011108570.1	WP_011108570.1		UvrD-helicase domain-containing protein			BT_RS15215	2613	870	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3781733	3782362	-							BT_RS15220	630		old_locus_tag=BT3000,BT_3000
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3781733	3782362	-	WP_011108571.1	WP_011108571.1		GIY-YIG nuclease family protein			BT_RS15220	630	209	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3782479	3784062	-							BT_RS15225	1584		old_locus_tag=BT3001,BT_3001
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3782479	3784062	-	WP_011108572.1	WP_011108572.1		putative DNA binding domain-containing protein			BT_RS15225	1584	527	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3784013	3784252	-							BT_RS15230	240		
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3784013	3784252	-	WP_055169699.1	WP_055169699.1		helix-turn-helix domain-containing protein			BT_RS15230	240	79	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3784282	3784485	-							BT_RS15235	204		old_locus_tag=BT3002,BT_3002
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3784282	3784485	-	WP_011108573.1	WP_011108573.1		helix-turn-helix transcriptional regulator			BT_RS15235	204	67	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3784590	3786869	+							BT_RS15240	2280		old_locus_tag=BT3003,BT_3003
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3784590	3786869	+	WP_011108574.1	WP_011108574.1		toll/interleukin-1 receptor domain-containing protein			BT_RS15240	2280	759	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3788116	3789471	+							BT_RS15245	1356		old_locus_tag=BT3004,BT_3004
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3788116	3789471	+	WP_011108575.1	WP_011108575.1		SWIM zinc finger domain-containing protein			BT_RS15245	1356	451	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3789459	3792305	+							BT_RS15250	2847		old_locus_tag=BT3005,BT_3005
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3789459	3792305	+	WP_011108576.1	WP_011108576.1		DUF6493 family protein			BT_RS15250	2847	948	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3792446	3795349	+							BT_RS15255	2904		old_locus_tag=BT3006,BT_3006
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3792446	3795349	+	WP_011108577.1	WP_011108577.1		DUF6493 family protein			BT_RS15255	2904	967	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3795611	3796489	+							BT_RS15260	879		old_locus_tag=BT3007,BT_3007
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3795611	3796489	+	WP_011108578.1	WP_011108578.1		M15 family metallopeptidase			BT_RS15260	879	292	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3796527	3797717	+							BT_RS15265	1191		old_locus_tag=BT3008,BT_3008
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3796527	3797717	+	WP_162303089.1	WP_162303089.1		SAM-dependent methyltransferase			BT_RS15265	1191	396	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3798016	3800607	-							BT_RS15270	2592		old_locus_tag=BT3009,BT_3009
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3798016	3800607	-	WP_011108580.1	WP_011108580.1		glycoside hydrolase family 3 C-terminal domain-containing protein			BT_RS15270	2592	863	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3801071	3801646	-							BT_RS15275	576		old_locus_tag=BT3010,BT_3010
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3801071	3801646	-	WP_011108581.1	WP_011108581.1		RNA polymerase sigma-70 factor			BT_RS15275	576	191	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3801841	3802749	+							BT_RS15280	909		old_locus_tag=BT3011,BT_3011
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3801841	3802749	+	WP_008767289.1	WP_008767289.1		FecR family protein			BT_RS15280	909	302	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3802807	3806184	+							BT_RS15285	3378		old_locus_tag=BT3012,BT_3012
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3802807	3806184	+	WP_011108582.1	WP_011108582.1		TonB-dependent receptor			BT_RS15285	3378	1125	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3806197	3808131	+							BT_RS15290	1935		old_locus_tag=BT3013,BT_3013
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3806197	3808131	+	WP_011108583.1	WP_011108583.1		RagB/SusD family nutrient uptake outer membrane protein			BT_RS15290	1935	644	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3808169	3809065	+							BT_RS15295	897		old_locus_tag=BT3014,BT_3014
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3808169	3809065	+	WP_008767292.1	WP_008767292.1		DUF4959 domain-containing protein			BT_RS15295	897	298	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3809075	3811981	+							BT_RS15300	2907		old_locus_tag=BT3015,BT_3015
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3809075	3811981	+	WP_011108584.1	WP_011108584.1		M60 family metallopeptidase			BT_RS15300	2907	968	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3812168	3814984	+							BT_RS15305	2817		old_locus_tag=BT3016,BT_3016
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3812168	3814984	+	WP_011108585.1	WP_011108585.1		TonB-dependent receptor			BT_RS15305	2817	938	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3815152	3816084	+							BT_RS15310	933		old_locus_tag=BT3017,BT_3017
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3815152	3816084	+	WP_011108586.1	WP_011108586.1		metallophosphoesterase			BT_RS15310	933	310	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3816241	3818091	-							BT_RS15315	1851		old_locus_tag=BT3018,BT_3018
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3816241	3818091	-	WP_011108587.1	WP_011108587.1		mechanosensitive ion channel family protein			BT_RS15315	1851	616	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3818218	3819204	+							BT_RS15320	987		old_locus_tag=BT3019,BT_3019
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3818218	3819204	+	WP_008767297.1	WP_008767297.1		calcium/sodium antiporter			BT_RS15320	987	328	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3819286	3820854	-							BT_RS15325	1569		old_locus_tag=BT3020,BT_3020
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3819286	3820854	-	WP_008767298.1	WP_008767298.1		DUF4832 domain-containing protein			BT_RS15325	1569	522	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3821077	3822324	+							BT_RS15330	1248		old_locus_tag=BT3021,BT_3021
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3821077	3822324	+	WP_008767299.1	WP_008767299.1		DUF2264 domain-containing protein			BT_RS15330	1248	415	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3822979	3823896	+							BT_RS15335	918		old_locus_tag=BT3023,BT_3023
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3822979	3823896	+	WP_011108591.1	WP_011108591.1		alkaline phosphatase			BT_RS15335	918	305	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3824416	3827481	+							BT_RS15340	3066		old_locus_tag=BT3024,BT_3024
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3824416	3827481	+	WP_011108592.1	WP_011108592.1		TonB-dependent receptor			BT_RS15340	3066	1021	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3827521	3829146	+							BT_RS15345	1626		old_locus_tag=BT3025,BT_3025
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3827521	3829146	+	WP_008767302.1	WP_008767302.1		RagB/SusD family nutrient uptake outer membrane protein			BT_RS15345	1626	541	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3829182	3830744	+							BT_RS15350	1563		old_locus_tag=BT3026,BT_3026
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3829182	3830744	+	WP_011108593.1	WP_011108593.1		glycosyl hydrolase			BT_RS15350	1563	520	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3830770	3831948	+							BT_RS15355	1179		old_locus_tag=BT3027,BT_3027
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3830770	3831948	+	WP_062695870.1	WP_062695870.1		hypothetical protein			BT_RS15355	1179	392	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3832138	3833328	+							BT_RS15360	1191		old_locus_tag=BT3028,BT_3028
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3832138	3833328	+	WP_011108595.1	WP_011108595.1		glycoside hydrolase family 130 protein			BT_RS15360	1191	396	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3833579	3835456	+							BT_RS15365	1878		old_locus_tag=BT3029,BT_3029
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3833579	3835456	+	WP_011108596.1	WP_011108596.1		Na+:solute symporter			BT_RS15365	1878	625	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3835587	3838061	+							BT_RS15370	2475		old_locus_tag=BT3030,BT_3030
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3835587	3838061	+	WP_011108597.1	WP_011108597.1		PQQ-binding-like beta-propeller repeat protein			BT_RS15370	2475	824	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3838075	3838701	-							BT_RS15375	627		old_locus_tag=BT3031,BT_3031
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3838075	3838701	-	WP_011108598.1	WP_011108598.1		ORF6N domain-containing protein			BT_RS15375	627	208	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3838872	3840008	+							BT_RS15380	1137		old_locus_tag=BT3032,BT_3032
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3838872	3840008	+	WP_008761753.1	WP_008761753.1		GNAT family N-acetyltransferase			BT_RS15380	1137	378	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3840014	3841891	+							BT_RS15385	1878		old_locus_tag=BT3033,BT_3033
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3840014	3841891	+	WP_008761752.1	WP_008761752.1		type IIA DNA topoisomerase subunit B			BT_RS15385	1878	625	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3841888	3842343	+					coaD		BT_RS15390	456		old_locus_tag=BT3034,BT_3034
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3841888	3842343	+	WP_008761751.1	WP_008761751.1		pantetheine-phosphate adenylyltransferase	coaD		BT_RS15390	456	151	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3842455	3844038	+							BT_RS15395	1584		old_locus_tag=BT3035,BT_3035
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3842455	3844038	+	WP_162303090.1	WP_162303090.1		S41 family peptidase			BT_RS15395	1584	527	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3844119	3846701	+							BT_RS15400	2583		old_locus_tag=BT3036,BT_3036
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3844119	3846701	+	WP_011108600.1	WP_011108600.1		TonB-dependent receptor family protein			BT_RS15400	2583	860	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3846909	3847418	+							BT_RS15405	510		old_locus_tag=BT3037,BT_3037
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3846909	3847418	+	WP_008761748.1	WP_008761748.1		RNA polymerase sigma-70 factor			BT_RS15405	510	169	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3847435	3848475	+							BT_RS15410	1041		old_locus_tag=BT3038,BT_3038
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3847435	3848475	+	WP_011108601.1	WP_011108601.1		FecR family protein			BT_RS15410	1041	346	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3848661	3849089	-							BT_RS15415	429		old_locus_tag=BT3039,BT_3039
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3848661	3849089	-	WP_011108602.1	WP_011108602.1		hypothetical protein			BT_RS15415	429	142	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3849918	3850934	+							BT_RS15420	1017		old_locus_tag=BT3040,BT_3040
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3849918	3850934	+	WP_011108603.1	WP_011108603.1		virulence RhuM family protein			BT_RS15420	1017	338	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3850953	3851591	+							BT_RS15425	639		old_locus_tag=BT3041,BT_3041
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3850953	3851591	+	WP_008761745.1	WP_008761745.1		HU family DNA-binding protein			BT_RS15425	639	212	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3852033	3853619	-							BT_RS15430	1587		old_locus_tag=BT3043,BT_3043
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3852033	3853619	-	WP_011108604.1	WP_011108604.1		glycoside hydrolase family 30 protein			BT_RS15430	1587	528	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3853871	3854758	-							BT_RS15435	888		old_locus_tag=BT3044,BT_3044
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3853871	3854758	-	WP_008767316.1	WP_008767316.1		DUF4361 domain-containing protein			BT_RS15435	888	295	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3854807	3856789	-							BT_RS15440	1983		old_locus_tag=BT3045,BT_3045
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3854807	3856789	-	WP_008767317.1	WP_008767317.1		RagB/SusD family nutrient uptake outer membrane protein			BT_RS15440	1983	660	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3856829	3859924	-							BT_RS15445	3096		old_locus_tag=BT3046,BT_3046
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3856829	3859924	-	WP_011108605.1	WP_011108605.1		TonB-dependent receptor			BT_RS15445	3096	1031	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3859947	3861248	-							BT_RS15450	1302		old_locus_tag=BT3047,BT_3047
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3859947	3861248	-	WP_008767319.1	WP_008767319.1		IPT/TIG domain-containing protein			BT_RS15450	1302	433	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3861603	3864290	-							BT_RS15455	2688		old_locus_tag=BT3048,BT_3048
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3861603	3864290	-	WP_011108606.1	WP_011108606.1		hypothetical protein			BT_RS15455	2688	895	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3864475	3868605	+							BT_RS15460	4131		old_locus_tag=BT3049,BT_3049
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3864475	3868605	+	WP_011108607.1	WP_011108607.1		hybrid sensor histidine kinase/response regulator transcription factor			BT_RS15460	4131	1376	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3868574	3869539	-							BT_RS15465	966		old_locus_tag=BT3050,BT_3050
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3868574	3869539	-	WP_008767322.1	WP_008767322.1		glycoside hydrolase family 18 protein			BT_RS15465	966	321	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3869864	3871420	+							BT_RS15470	1557		old_locus_tag=BT3051,BT_3051
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3869864	3871420	+	WP_008767323.1	WP_008767323.1		sulfatase			BT_RS15470	1557	518	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3871929	3872096	+							BT_RS15475	168		
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3871929	3872096	+	WP_158257885.1	WP_158257885.1		hypothetical protein			BT_RS15475	168	55	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3872171	3873046	+							BT_RS15480	876		old_locus_tag=BT3052,BT_3052
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3872171	3873046	+	WP_032814147.1	WP_032814147.1		helix-turn-helix transcriptional regulator			BT_RS15480	876	291	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3873167	3873871	+							BT_RS15485	705		old_locus_tag=BT3053,BT_3053
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3873167	3873871	+	WP_008761733.1	WP_008761733.1		succinate dehydrogenase/fumarate reductase cytochrome b subunit			BT_RS15485	705	234	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3873909	3875888	+							BT_RS15490	1980		old_locus_tag=BT3054,BT_3054
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3873909	3875888	+	WP_008761732.1	WP_008761732.1		fumarate reductase/succinate dehydrogenase flavoprotein subunit			BT_RS15490	1980	659	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	3875925	3876680	+							BT_RS15495	756		old_locus_tag=BT3055,BT_3055
